브랜드,의류코드,리뷰,별점,작성일
무신사스탠다드,2028327,"생각보다 총 기장이 짧습니다. 스니커즈와 함께는 좋지만 기장이 짧아 로퍼, 첼시부츠엔 어려움이 있네요",2,23.04.10
무신사스탠다드,2028327,평범합니다 일반적이에요 가성비가 대박이여서 사셔도 후회는 없을 것 같아요,2,23.02.26
무신사스탠다드,2028327,이 바지도 너무 커서 혁대매도 못입을 정도라 세탁소 가서 따로 사비내서 줄였네요;;,2,23.02.14
무신사스탠다드,2028327,저에게는 너무나 통이 크네요. 수선을 해서 입어야<br>합니다.,2,23.02.09
무신사스탠다드,2028327,세탁하면 좀 작아지는거같긴한데 면이나 디자인자체는 마음에 듭니다.,2,22.07.22
무신사스탠다드,2028327,너무 엉덩이쪽이 타이트해요. 그거 말고는 괜찮아요,2,22.06.17
무신사스탠다드,2028327,옷이 너무 별로에요... 솔직하게 봤던 사진이랑 색도달라용,2,22.05.21
무신사스탠다드,2028327,색감이랑 봉제는 괜찮네요 데일리 전투용으로 입을만 함,2,22.03.27
무신사스탠다드,2028327,색감이랑 봉제는 괜찮네요 데일리 전투용으로 입을만 함,2,22.03.27
무신사스탠다드,2028327,허허 앉다가 엉덩이 주머니부분이 찢어졌네요;;제가 살쪄서 그런거일수도있지만 청바지가찢어진건처음이네요;;,2,21.10.09
무신사스탠다드,2028327,2만원 초반대 구매고 스트레이트로 떨어져서 무릎 발사 우려 됩니다 색감은 사진보다 짙습니다,3,2일 전
무신사스탠다드,2028327,가성비 되게 좋은 제품이에요. 기대이상으로 잘 입었습니다.,3,5일 전
무신사스탠다드,2028327,색 예쁘고 사이즈는 맞는데 스판이 없어서 꽤 불편하네요....,3,5일 전
무신사스탠다드,2028327,허허 앉다가 엉덩이 주머니부분이 찢어졌네요;;제가 살쪄서 그런거일수도있지만 청바지가찢어진건처음이네요;;,2,21.10.09
무신사스탠다드,2028327,2만원 초반대 구매고 스트레이트로 떨어져서 무릎 발사 우려 됩니다 색감은 사진보다 짙습니다,3,2일 전
무신사스탠다드,2028327,가성비 되게 좋은 제품이에요. 기대이상으로 잘 입었습니다.,3,5일 전
